dup_level,library_size,mt_content,sequencing_depth,mapping_rate,frac_open,frip,uniq_nuc_frags,plate,batch,stage,time_point,cell_type
zf_4.1hpf_plate4_352,0.587796,19153,0.978098,66975,80.62,4.0183,59.505,16502,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_241,0.626114,19434,1.769458,75280,81.46,4.0607,55.957,17265,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_155,0.645932,32244,0.094528,132199,79.09,5.5519,49.5189,29593,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_006,0.594482,83707,0.119976,293794,79.87,11.3673,42.9405,73260,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_180,0.650471,79382,1.251537,330678,80.45,12.9927,49.9877,72274,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_082,0.256193,12542,3.386342,11984,79.27,1.264,54.1347,5164,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_157,0.636375,94012,1.143404,384871,80.43,15.0477,51.9275,84729,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_094,0.581644,39941,0.394134,133247,81.14,7.464,56.8626,34370,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_132,0.629372,133610,0.431163,525602,80,18.9017,47.1718,120546,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_367,0.569622,24515,1.485834,81027,79.88,4.8535,58.5161,20620,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_259,0.645161,9759,0.669269,39621,82.49,2.1595,60.7864,8905,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_298,0.630351,11225,1.305329,45256,82.05,2.6595,61.4437,10056,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_018,0.594129,112443,0.699109,391086,79.73,17.1731,51.4185,97865,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_316,0.662616,62293,0.515837,267907,80.51,10.9421,50.4908,57665,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate4_251,0.641256,86489,1.063131,349588,80.26,10.4565,36.029,78358,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_358,0.605257,18083,1.053747,62796,81.43,3.7141,55.4683,15869,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_138,0.54085,53256,1.652251,158672,78.68,8.5164,50.3252,43095,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_323,0.63661,93606,5.06381,386457,79.13,13.4097,44.9274,81085,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_161,0.449709,13427,0.850622,29861,81.34,2.649,67.6349,9558,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_317,0.636485,22701,0.251014,92557,82.14,5.044,61.2111,20664,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_285,0.681372,16287,0.71019,78311,82.22,3.9156,62.2003,15239,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_327,0.657458,47670,0.748801,204151,81.39,9.5903,57.6826,43873,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_142,0.363756,7207,0.436782,11160,79.94,1.1276,58.2759,4331,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_341,0.642182,11698,7.558085,47299,84.99,2.4886,57.1615,9907,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_380,0.563123,19225,1.048694,61139,81.03,3.9129,58.0093,16135,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_083,0.307107,10128,0.539811,12896,79.76,1.2858,56.6223,5159,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_209,0.225933,15269,1.554585,12543,78.97,1.3601,54.7074,5636,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_227,0.627435,12566,3.001496,47504,82.56,2.6568,56.9228,11020,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_245,0.648206,15968,1.686501,68186,82.01,3.5843,61.1323,14457,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_295,0.666181,57526,2.64639,254011,81.01,10.1117,50.7361,52238,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_133,0.615389,129561,0.620872,488984,79.76,18.3436,48.3478,115246,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_064,0.240592,24785,1.817628,21357,77.95,2.0542,48.2179,9669,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_343,0.661309,70387,1.35602,312515,79.89,12.3065,52.0027,64525,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_153,0.646276,30128,0.830925,129209,80.85,6.2866,57.8378,27450,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_139,0.414106,17281,0.964436,34169,79.15,2.8522,59.2612,11501,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_044,0.311675,33147,1.94616,40614,79.49,3.798,52.4881,16828,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_027,0.561424,18405,0.263767,60327,80.19,3.7421,58.6818,15503,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_311,0.658407,23462,0.712545,103324,81.92,5.0864,58.454,21598,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_365,0.66576,26632,2.489225,121246,81.91,5.4278,55.5202,24209,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_114,0.653142,48220,0.159436,198081,81.12,8.9902,54.1341,44461,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_130,0.642208,15119,1.024679,62273,81.17,3.3832,57.6346,13716,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_045,0.428659,72805,1.143302,149382,78.3,10.5916,58.2445,49545,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_218,0.61573,23680,1.702911,89433,80.87,4.7901,55.946,20838,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_143,0.490584,21918,0.213283,56534,80.67,4.2106,61.8105,16843,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_042,0.480576,18946,0.554775,47406,79.57,3.4973,59.4417,14161,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_286,0.628849,92925,0.259043,373770,80.43,14.0963,48.2443,83938,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,YSL
zf_4.1hpf_plate4_332,0.632959,68421,0.389017,274490,80.42,11.5671,51.7257,61966,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_023,0.643566,23285,0.655277,100929,80.51,4.9964,58.6777,21225,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_028,0.53344,42220,0.101623,118597,79.99,6.1756,45.7434,34406,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate4_296,0.634062,27137,0.756993,109223,81.04,5.4964,54.7019,24516,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_205,0.676617,42452,3.750595,197982,82.11,8.0789,53.6729,38391,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_280,0.648483,153411,0.021938,637540,80.34,22.1818,49.6002,141277,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_226,0.639718,15430,0.821646,64006,80.85,3.4068,57.1929,14002,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_019,0.654739,148306,0.109428,632152,80.38,21.6403,47.7845,136927,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_354,0.521366,75768,0.5474,198365,80.8,11.4731,52.1929,60500,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_030,0.635427,64177,0.872914,262096,79.89,10.7852,49.2478,57915,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_320,0.327871,10216,0.466117,13851,83.24,1.6153,69.1287,5552,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_271,0.652451,6445,0.033619,28584,81.84,1.576,60.5816,5947,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_123,0.643672,23254,0.32813,96398,81.99,4.7219,56.5603,21263,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_242,0.646124,26548,0.664288,111596,80.63,5.2857,53.182,24225,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_121,0.621684,13223,2.300781,50399,81.13,2.7534,53.9424,11635,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_368,0.440634,46551,2.419207,95870,79.6,6.7083,53.4379,31946,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_337,0.631622,59982,2.00815,239066,80.36,10.2157,50.022,53384,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_188,0.642309,74753,1.411105,311939,79.54,12.6304,50.5325,67491,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_163,0.616074,15690,0.277501,56617,81.41,2.9619,48.6161,14015,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate4_115,0.513298,14506,0.434367,40088,79.8,2.7574,56.4026,11461,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_208,0.340862,21609,0.057386,29300,80.38,2.9252,57.6816,12191,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_234,0.670866,27330,1.994057,121934,82.02,5.6052,54.7017,25066,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_047,0.389042,78227,0.129175,137979,77.89,9.9679,53.4554,49481,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_025,0.581661,35769,1.82306,118349,80.55,6.454,52.3774,30373,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_031,0.602201,51723,0.944944,185727,80.67,9.4827,56,45285,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_026,0.605058,198753,0.69392,724501,80.46,27.2,56.1226,174879,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_122,0.648881,16881,0.874598,71872,81.68,3.749,57.7781,15414,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_265,0.651509,86929,0.918655,366156,81.57,15.3471,57.0999,79489,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_162,0.621482,25568,0.273735,98643,81.42,5.1974,55.1358,22952,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_007,0.495375,25531,0.324051,65702,80.61,4.9453,62.4127,19686,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_246,0.649471,49568,0.573543,200996,81.18,8.8315,49.8479,45419,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_274,0.628994,17300,0.452951,68220,80.29,3.5646,54.7783,15604,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_136,0.633266,22088,0.706714,87974,81.42,4.6909,58.396,19951,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_230,0.66926,17463,0.735069,78559,81.79,3.8421,57.5773,16205,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_287,0.602378,26609,0.229397,99393,79.59,5.1677,54.3734,23486,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_312,0.638148,51449,0.28735,213093,79.87,8.9876,50.083,46846,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_113,0.593308,79782,0.480962,266126,80.61,11.2157,44.5355,69524,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_004,0.591736,20385,1.554869,72821,79.64,4.0406,55.1642,17538,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_074,0.643273,102741,0.445855,427634,79.52,16.5482,50.8423,93781,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_319,0.617765,64663,0.184607,246702,80.93,11.9976,59.157,57854,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_273,0.639515,107336,0.332321,438026,79.26,17.0595,52.022,97772,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_158,0.648227,15491,0.322513,65219,81.94,3.6782,62.1573,14217,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate4_344,0.623781,39885,0.108457,149815,80.51,7.3067,52.2553,35920,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_190,0.656651,44204,2.00415,194767,80.57,8.1803,52.7353,40144,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_070,0.648818,83009,0.43447,348656,80.16,13.5932,50.0458,76083,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_091,0.503293,47147,0.084052,122801,79.38,7.752,54.6852,36851,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_356,0.607972,22742,0.594001,87036,80.58,4.7792,58.561,20082,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_303,0.638724,82275,1.446787,332861,79.98,13.1833,48.8327,74045,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_071,0.644789,58121,2.295856,244582,81.8,10.8778,56.8473,52132,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_282,0.652882,142828,1.088933,595045,80.71,18.4406,41.9224,130527,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_378,0.575655,26824,1.151923,81519,81.78,4.645,48.6394,22740,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate4_184,0.65664,18596,0.162554,81475,82.24,4.1039,58.3716,17197,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_177,0.511021,12024,1.008721,30329,82.15,2.4226,60.828,9421,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate4_033,0.437563,23114,0.345658,49703,80.11,3.749,58.018,16145,zf_4.1hpf_plate4,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_058,0.678838,65492,0.515606,320926,79.49,12.0085,54.7369,61357,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_240,0.673887,23029,0.518039,110630,81.26,5.0807,58.6841,21508,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_161,0.592337,9803,1.434235,36443,78.87,2.156,58.5005,8453,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_278,0.577535,19262,0.283047,65041,80.5,4.0248,58.928,16558,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_271,0.761176,114977,0.103722,760778,79.65,18.3934,48.9344,112684,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_072,0.75301,91937,0.323463,590592,80.59,16.2558,54.7997,89673,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_321,0.592219,25794,0.532529,88786,81.58,5.1607,57.8104,22414,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_102,0.638858,132366,0.278775,570176,77.94,19.8545,51.8757,120549,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_162,0.621947,76061,3.149032,300398,79.49,13.4674,56.7497,66371,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_277,0.601324,7573,1.765146,25277,82.47,1.6752,57.2625,6567,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_168,0.505632,15009,1.075724,40252,80.62,3.0852,63.6287,11679,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_202,0.727021,113897,0.503648,661566,79.56,19.0092,53.9253,109641,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_047,0.705865,96294,1.088254,504282,80.42,15.9096,50.9071,91163,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_304,0.581439,114939,0.165749,395746,79.56,16.6404,51.8388,99383,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_219,0.186722,19871,1.382488,12120,80.36,1.3352,50.6748,5992,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_293,0.691771,29309,1.071249,147277,80.84,6.4146,58.5952,27520,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_160,0.683203,44032,0.377476,219587,79.22,8.8114,56.6082,41435,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_360,0.558692,19403,1.456994,60143,80.09,3.5926,53.2599,16097,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL2
zf_4.1hpf_plate3_207,0.595893,96539,0.049524,351387,78.55,15.2929,52.9626,84766,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_158,0.592684,57092,1.687181,196409,79.77,9.9727,53.5615,49122,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_269,0.742854,52811,0.425507,315981,81.31,10.1593,53.0096,51249,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_295,0.598246,39416,0.896796,146301,78.53,7.2241,54.2821,34368,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_114,0.67283,85300,0.207606,398900,80.03,14.9437,55.4628,79793,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_266,0.696681,20105,0.402215,101362,82.49,4.5314,57.9215,19067,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_103,0.552129,85255,0.16151,277278,76.87,13.4813,55.2329,71088,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_176,0.715058,79847,0.851241,443881,79.85,14.8327,56.5262,76175,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_373,0.197537,15502,1.632019,10556,80.55,1.3055,57.5967,5063,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_209,0.189982,16955,0.848416,10741,79.14,1.2574,53.9404,5259,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_139,0.215777,24060,0.965229,18072,78.85,1.9685,52.4887,8516,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_183,0.710526,34697,1.378296,193002,80.6,7.4854,58.8373,32843,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_376,0.228349,29810,0.341955,24140,77.19,2.2084,45.0066,11366,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_147,0.524739,26927,0.335833,74663,80.48,5.2425,61.0158,21664,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,EVL
zf_4.1hpf_plate3_303,0.621893,20900,0.547436,80682,80.98,4.3985,56.6224,18712,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_020,0.704427,35890,0.259158,181790,81.14,7.1742,53.4637,34253,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_299,0.668109,87088,0.31479,408822,79.56,15.1872,54.7766,81068,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_231,0.608726,30090,0.761819,116595,79.85,6.1493,58.1261,26574,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_064,0.735852,31633,2.268068,187547,81.83,6.8587,57.8715,30034,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_051,0.632889,91744,0.529424,370754,78.73,12.6134,42.645,83045,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_018,0.704678,47010,1.313947,255217,80.06,9.4487,57.3167,44388,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_186,0.704992,29690,0.183092,157809,80.75,6.4242,56.8149,28349,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
zf_4.1hpf_plate3_379,0.181384,10955,1.044868,6401,80.6,0.847,57.7289,3220,zf_4.1hpf_plate3,zf_4.1hpf_batch1,sphere_dome,zf_4.1hpf,DEL1
